Vendor,Title,CVE,CVSS,Date of NVD publication,Date of vendor advisory,Used in ransomware attacks?,Summary,Date added to KEV Catalog,Vendor Advisory,Date of Known Exploitation,Threat actor,Targets,Metasploit Module,Grey Noise (#of Malicious IPs Scanning),Number of vulnerable devices,Number of impacted devices,Grey Noise Link
Juniper,Juniper Junos OS Path Traversal Vulnerability,CVE-2020-1631,9.8,5/4/20,4/22/20,Unknown,"A path traversal vulnerability in the HTTP/HTTPS service used by J-Web, Web Authentication, Dynamic-VPN (DVPN), Firewall Authentication Pass-Through with Web-Redirect, and Zero Touch Provisioning (ZTP) allows an unauthenticated attacker to perform remote code execution.",3/25/22,https://supportportal.juniper.net/s/article/Updated-2020-04-Out-of-Cycle-Security-Advisory-Junos-OS-Security-vulnerability-in-J-Web-and-web-based-HTTP-HTTPS-services-CVE-2020-1631?language=en_US,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-1631
Juniper,Juniper Junos OS EX Series PHP External Variable Modification Vulnerability,CVE-2023-36844,5.3,8/17/23,8/17/23,Unknown,"Juniper Junos OS on EX Series contains a PHP external variable modification vulnerability that allows an unauthenticated, network-based attacker to control certain, important environment variables. Using a crafted request an attacker is able to modify certain PHP environment variables, leading to partial loss of integrity, which may allow chaining to other vulnerabilities.",11/13/23,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US,Aug-23,Unknown,Unknown,N,11,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-36844
Juniper,Juniper Junos OS EX Series and SRX Series PHP External Variable Modification Vulnerability,CVE-2023-36845,9.8,8/17/23,8/17/23,Unknown,"Juniper Junos OS on EX Series and SRX Series contains a PHP external variable modification vulnerability that allows an unauthenticated, network-based attacker to control an important environment variable. Using a crafted request, which sets the variable PHPRC, an attacker is able to modify the PHP execution environment allowing the injection und execution of code.",11/13/23,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US,Aug-23,Unknown,Unknown,Y,11,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-36845
Juniper,Juniper Junos OS SRX Series Missing Authentication for Critical Function Vulnerability,CVE-2023-36846,5.3,8/17/23,8/17/23,Unknown,"Juniper Junos OS on SRX Series contains a missing authentication for critical function vulnerability that allows an unauthenticated, network-based attacker to cause limited impact to the file system integrity. With a specific request to user.php that doesn't require authentication, an attacker is able to upload arbitrary files via J-Web, leading to a loss of integrity for a certain part of the file system, which may allow chaining to other vulnerabilities.",11/13/23,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US,Aug-23,Unknown,Unknown,N,11,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-36846
Juniper,Juniper Junos OS EX Series Missing Authentication for Critical Function Vulnerability,CVE-2023-36847,5.3,8/17/23,8/17/23,Unknown,"Juniper Junos OS on EX Series contains a missing authentication for critical function vulnerability that allows an unauthenticated, network-based attacker to cause limited impact to the file system integrity. With a specific request to installAppPackage.php that doesn't require authentication, an attacker is able to upload arbitrary files via J-Web, leading to a loss of integrity for a certain part of the file system, which may allow chaining to other vulnerabilities.",11/13/23,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US,Aug-23,Unknown,Unknown,N,11,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-36847
Juniper,Juniper Junos OS SRX Series Missing Authentication for Critical Function Vulnerability,CVE-2023-36851,5.3,9/27/23,8/17/23,Unknown,"Juniper Junos OS on SRX Series contains a missing authentication for critical function vulnerability that allows an unauthenticated, network-based attacker to cause limited impact to the file system integrity. With a specific request to webauth_operation.php that doesn't require authentication, an attacker is able to upload arbitrary files via J-Web, leading to a loss of integrity for a certain part of the file system, which may allow chaining to other vulnerabilities.",11/13/23,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-36851
Zyxel,Zyxel Multiple Products Use of Hard-Coded Credentials Vulnerability,CVE-2020-29583,9.8,12/22/20,12/23/20,Unknown,"Zyxel firewalls (ATP, USG, VM) and AP Controllers (NXC2500 and NXC5500) contain a use of hard-coded credentials vulnerability in an undocumented account (""zyfwp"") with an unchangeable password.",11/3/21,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-hardcoded-credential-vulnerability,,Possible PRC state actors,"Telecommunications,Network service providers",N,63,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-29583
Zyxel,Zyxel Multiple NAS Devices OS Command Injection Vulnerability,CVE-2020-9054,9.8,3/4/20,2/24/20,Unknown,"Multiple Zyxel network-attached storage (NAS) devices contain a pre-authentication command injection vulnerability, which may allow a remote, unauthenticated attacker to execute arbitrary code.",3/25/22,https://www.zyxel.com/global/en/support/security-advisories/update-zyxel-security-advisory-for-the-remote-code-execution-vulnerability-of-nas-and-firewall-products,Jan-22,BotenaGo malware,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-9054
Zyxel,Zyxel Multiple Firewalls OS Command Injection Vulnerability,CVE-2022-30525,9.8,5/12/22,5/12/22,Unknown,A command injection vulnerability in the CGI program of some Zyxel firewall versions could allow an attacker to modify specific files and then execute some OS commands on a vulnerable device.,5/16/22,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-os-command-injection-vulnerability-of-firewalls,Unknown,DEV-1061,"Defense,NGO,Government,Defense,Gaming,Entertainment,Individuals,Cryptocurrency,Medua,Technology,Financial services",Y,25,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2022-30525
Zyxel,Zyxel Multiple Firewalls OS Command Injection Vulnerability,CVE-2023-28771,9.8,4/24/23,4/25/23,Unknown,"Zyxel ATP, USG FLEX, VPN, and ZyWALL/USG firewalls allow for improper error message handling which could allow an unauthenticated attacker to execute OS commands remotely by sending crafted packets to an affected device.",5/31/23,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-remote-command-injection-vulnerability-of-firewalls,May-23,"Mirai, Sandworm, Andariel, Onyx Sleet","Defense,Nuclear,Energy,Utilities,Critical infrastructure,Foreign,Transportation and warehousing,Health care and social assistance",Y,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-28771
Zyxel,Zyxel Multiple Firewalls Buffer Overflow Vulnerability,CVE-2023-33009,9.8,5/24/23,5/24/23,Unknown,"Zyxel ATP, USG FLEX, USG FLEX 50(W), USG20(W)-VPN, VPN, and ZyWALL/USG firewalls contain a buffer overflow vulnerability in the notification function that could allow an unauthenticated attacker to cause denial-of-service (DoS) conditions and remote code execution on an affected device.",6/5/23,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-multiple-buffer-overflow-vulnerabilities-of-firewalls,Unknown,Sandworm,"Defense,Critical infrastructure,Energy,Nuclear",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-33009
Zyxel,Zyxel Multiple Firewalls Buffer Overflow Vulnerability,CVE-2023-33010,9.8,5/24/23,5/24/23,Unknown,"Zyxel ATP, USG FLEX, USG FLEX 50(W), USG20(W)-VPN, VPN, and ZyWALL/USG firewalls contain a buffer overflow vulnerability in the ID processing function that could allow an unauthenticated attacker to cause denial-of-service (DoS) conditions and remote code execution on an affected device.",6/5/23,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-multiple-buffer-overflow-vulnerabilities-of-firewalls,Unknown,"Sandworm, Andariel, Onyx Sleet","Defense,Foreign,Health care and social assistance,Energy,Critical infrastructure,Utilities,Nuclear,Transportation and warehousing",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-33010
Zyxel,Zyxel Multiple NAS Devices Command Injection Vulnerability,CVE-2023-27992,9.8,6/19/23,6/20/23,Unknown,Multiple Zyxel network-attached storage (NAS) devices contain a pre-authentication command injection vulnerability that could allow an unauthenticated attacker to execute commands remotely via a crafted HTTP request.,6/23/23,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-pre-authentication-command-injection-vulnerability-in-nas-products,Unknown,Unknown,"Finance, Diplomatic,Government",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-27992
Zyxel,Zyxel P660HN-T1A Routers Command Injection Vulnerability,CVE-2017-18368,9.8,5/2/19,Deprecated,Unknown,"Zyxel P660HN-T1A routers contain a command injection vulnerability in the Remote System Log forwarding function, which is accessible by an unauthenticated user and exploited via the remote_host parameter of the ViewLog.asp page.",8/7/23,https://www.zyxel.com/service-provider/emea/en/zyxel-security-advisory-new-variant-gafgyt-malware,Sep-19,"Gafgyt malware, Keksec",Unknown,N,81,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2017-18368
Zyxel,Zyxel EMG2926 Routers Command Injection Vulnerability,CVE-2017-6884,8.8,4/6/17,Unknown,Unknown,"Zyxel EMG2926 routers contain a command injection vulnerability located in the diagnostic tools, specifically the nslookup function. A malicious user may exploit numerous vectors to execute malicious commands on the router, such as the ping_ip parameter to the expert/maintenance/diagnostic/nslookup URI.",9/18/23,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-command-injection-vulnerability-in-emg2926-q10a-ethernet-cpe,Unknown,Unknown,Unknown,N,135,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2017-6884
Check Point,Check Point Quantum Security Gateways Information Disclosure Vulnerability,CVE-2024-24919,8.6,5/28/24,5/26/24,Unknown,"Check Point Quantum Security Gateways contain an unspecified information disclosure vulnerability. The vulnerability potentially allows an attacker to access information on Gateways connected to the internet, with IPSec VPN, Remote Access VPN or Mobile Access enabled. This issue affects several product lines from Check Point, including CloudGuard Network, Quantum Scalable Chassis, Quantum Security Gateways, and Quantum Spark Appliances.",5/30/24,https://support.checkpoint.com/results/sk/sk182336,Unknown,"Pioneer Kitten, Fox Kitten, Lemon Sandstorm, Br0k3r, xplfinder",Unknown,Y,37,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2024-24919
FatPipe,"FatPipe WARP, IPVPN, and MPVPN Configuration Upload exploit",CVE-2021-27860,8.8,12/8/21,Unknown,Unknown,"A vulnerability in the web management interface of FatPipe WARP, IPVPN, and MPVPN software allows a remote, unauthenticated attacker to upload a file to any location on the filesystem.",1/10/22,https://www.fatpipeinc.com/support/cve-list.php,May-21,Volt Typhoon,"Critical infrastructure,ICS,Energy",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-27860
D-Link,D-Link DIR-825 R1 Devices Buffer Overflow Vulnerability,CVE-2020-29557,9.8,1/29/21,Unknown,Unknown,D-Link DIR-825 R1 devices contain a buffer overflow vulnerability in the web interface that may allow for remote code execution.,11/3/21,https://www.dlink.ru/ru/download2/5/19/2354/441/,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-29557
D-Link,D-Link DNS-320 Device Command Injection Vulnerability,CVE-2020-25506,9.8,2/2/21,5/24/22,Unknown,D-Link DNS-320 device contains a command injection vulnerability in the sytem_mgr.cgi component that may allow for remote code execution.,11/3/21,https://github.com/advisories/GHSA-vfrw-4wr4-4c85,Unknown,Unknown,Unknown,N,15,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-25506
D-Link,D-Link DIR-645 Router Remote Code Execution Vulnerability,CVE-2015-2051,9.8,3/23/15,2/13/15,Unknown,D-Link DIR-645 Wired/Wireless Router allows remote attackers to execute arbitrary commands via a GetDeviceSettings action to the HNAP interface.,2/10/22,https://supportannouncement.us.dlink.com/security/publication.aspx?name=SAP10051,Feb-24,"Goldoon, Keksec, Lazarus Group","Transportation,Cryptocurrency,Defense,Manufacturing,Oil,Government,Retail,Hospitality,Bitcoin,Finance,Healthcare,Financial services,Telecommunications,Construction",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2015-2051
D-Link,D-Link DIR-610 Devices Remote Command Execution,CVE-2020-9377,8.8,7/9/20,Unknown,Unknown,D-Link DIR-610 devices allow remote code execution via the cmd parameter to command.php.,3/25/22,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10182,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-9377
D-Link,D-Link Multiple Routers Command Injection Vulnerability,CVE-2019-16920,9.8,9/27/19,Unknown,Unknown,Multiple D-Link routers contain a command injection vulnerability which can allow attackers to achieve full system compromise.,3/25/22,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10124,Unknown,"APT41, possible PRC state actors","Software,Technology,Government,Telecommunications,Education,Healthcare,Gaming,Individuals,Network service providers",N,28,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-16920
D-Link,D-Link DCS-930L Devices OS Command Injection Vulnerability,CVE-2016-11021,7.2,3/8/20,Unknown,Unknown,setSystemCommand on D-Link DCS-930L devices allows a remote attacker to execute code via an OS command.,3/25/22,Unknown,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2016-11021
D-Link,D-Link DSL-2760U Gateway Cross-Site Scripting Vulnerability,CVE-2013-5223,5.4,11/18/13,Unknown,Unknown,"A cross-site scripting (XSS) vulnerability exists in the D-Link DSL-2760U gateway, allowing remote authenticated users to inject arbitrary web script or HTML.",3/25/22,Unknown,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2013-5223
D-Link,D-Link Multiple Routers Remote Code Execution Vulnerability,CVE-2021-45382,9.8,2/17/22,Unknown,Unknown,A remote code execution vulnerability exists in all series H/W revisions routers via the DDNS function in ncc2 binary file.,4/4/22,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10264,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-45382
D-Link,D-Link DNS-320 Remote Code Execution Vulnerability,CVE-2019-16057,9.8,9/16/19,Unknown,Known,The login_mgr.cgi script in D-Link DNS-320 is vulnerable to remote code execution.,4/15/22,Unknown,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-16057
D-Link,D-Link DIR-820L Remote Code Execution Vulnerability,CVE-2022-26258,9.8,3/27/22,Unknown,Unknown,D-Link DIR-820L contains an unspecified vulnerability in Device Name parameter in /lan.asp which allows for remote code execution.,9/8/22,Unknown,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2022-26258
D-Link,D-Link Multiple Routers OS Command Injection Vulnerability,CVE-2018-6530,9.8,3/6/18,Unknown,Known,Multiple D-Link routers contain an unspecified vulnerability that allows for execution of OS commands.,9/8/22,Unknown,Sep-22,MooBot (Mirai variant),Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2018-6530
D-Link,D-Link DIR-300 Router Cleartext Storage of a Password Vulnerability,CVE-2011-4723,6.8,12/20/11,Unknown,Unknown,"The D-Link DIR-300 router stores cleartext passwords, which allows context-dependent attackers to obtain sensitive information.",9/8/22,Unknown,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2011-4723
D-Link,D-Link DIR-859 Router Command Execution Vulnerability,CVE-2019-17621,9.8,12/30/19,Unknown,Unknown,"D-Link DIR-859 router contains a command execution vulnerability in the UPnP endpoint URL, /gena.cgi. Exploitation allows an unauthenticated remote attacker to execute system commands as root by sending a specially crafted HTTP SUBSCRIBE request to the UPnP service when connecting to the local network.",6/29/23,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10147,Unknown,Unknown,Unknown,N,1,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-17621
D-Link,D-Link DWL-2600AP Access Point Command Injection Vulnerability,CVE-2019-20500,7.8,3/5/20,Unknown,Unknown,"D-Link DWL-2600AP access point contains an authenticated command injection vulnerability via the Save Configuration functionality in the Web interface, using shell metacharacters in the admin.cgi?action=config_save configBackup or downloadServerip parameter.",6/29/23,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10113,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-20500
D-Link,D-Link DSL-2750B Devices Command Injection Vulnerability,CVE-2016-20017,9.8,10/19/22,Unknown,Unknown,"D-Link DSL-2750B devices contain a command injection vulnerability that allows remote, unauthenticated command injection via the login.cgi cli parameter.",1/8/24,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10088,Unknown,DEV-1061,Unknown,N,105,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2016-20017
D-Link,D-Link Multiple NAS Devices Command Injection Vulnerability,CVE-2024-3273,9.8,4/3/24,4/4/24,Unknown,"D-Link DNS-320L, DNS-325, DNS-327L, and DNS-340L contain a command injection vulnerability. When combined with CVE-2024-3272, this can lead to remote, unauthorized code execution.",4/11/24,https://supportannouncement.us.dlink.com/security/publication.aspx?name=SAP10383,May-24,Mirai,"Technology,Government",N,20,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2024-3273
D-Link,D-Link Multiple NAS Devices Use of Hard-Coded Credentials Vulnerability,CVE-2024-3272,9.8,4/3/24,4/4/24,Unknown,"D-Link DNS-320L, DNS-325, DNS-327L, and DNS-340L contains a hard-coded credential that allows an attacker to conduct authenticated command injection, leading to remote, unauthorized code execution.",4/11/24,https://supportannouncement.us.dlink.com/security/publication.aspx?name=SAP10383,Unknown,Unknown,Unknown,N,20,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2024-3272
D-Link,D-Link DIR-605 Router Information Disclosure Vulnerability,CVE-2021-40655,7.5,9/24/21,Unknown,Unknown,D-Link DIR-605 routers contain an information disclosure vulnerability that allows attackers to obtain a username and password by forging a post request to the /getcfg.php page. ,5/16/24,Unknown,Unknown,Unknown,Unknown,N,52,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-40655
D-Link,D-Link DIR-600 Router Cross-Site Request Forgery (CSRF) Vulnerability,CVE-2014-100005,8.8,1/13/15,Unknown,Unknown,D-Link DIR-600 routers contain a cross-site request forgery (CSRF) vulnerability that allows an attacker to change router configurations by hijacking an existing administrator session.,5/16/24,Unknown,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2014-100005
D-Link and TRENDnet,D-Link and TRENDnet Multiple Devices Remote Code Execution Vulnerability,CVE-2015-1187,9.8,9/21/17,Unknown,Unknown,The ping tool in multiple D-Link and TRENDnet devices allow remote attackers to perform remote code execution.,3/25/22,Unknown,Unknown,Unknown,Unknown,N,4,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2015-1187
MikroTik,MikroTik Router OS Directory Traversal Vulnerability,CVE-2018-14847,9.1,8/2/18,Unknown,Unknown,MikroTik RouterOS through 6.42 allows unauthenticated remote attackers to read arbitrary files and remote authenticated attackers to write arbitrary files due to a directory traversal vulnerability in the WinBox interface.,12/1/21,Unknown,Sep-18,VPNFilter; Coinhive; possivle PRC state actors,"Finance,Network service providers,Telecommunications",N,"1,334",?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2018-14847
MikroTik,MikroTik RouterOS Stack-Based Buffer Overflow Vulnerability,CVE-2018-7445,9.8,3/19/18,Unknown,Unknown,"In MikroTik RouterOS, a stack-based buffer overflow occurs when processing NetBIOS session request messages. Remote attackers with access to the service can exploit this vulnerability and gain code execution on the system.",9/8/22,Unknown,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2018-7445
Dasan,Dasan GPON Routers Command Injection Vulnerability,CVE-2018-10562,9.8,5/3/18,Unknown,Known,"Dasan GPON Routers contain an authentication bypass vulnerability. When combined with CVE-2018-10561, exploitation can allow an attacker to perform remote code execution.",3/31/22,Unknown,Unknown,Lazarus Group,"Finance,Transportation,Retail,Defense,Construction,Oil,Government,Healthcare,Cryptocurrency,Telecommunications,Hospitality,Financial services,Manufacturing",N,"29,298",?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2018-10562
Dasan,Dasan GPON Routers Authentication Bypass Vulnerability,CVE-2018-10561,9.8,5/3/18,Unknown,Unknown,"Dasan GPON Routers contain an authentication bypass vulnerability. When combined with CVE-2018-10562, exploitation can allow an attacker to perform remote code execution.",3/31/22,Unknown,Unknown,DEV-1061,"Individuals,Media,Government,Education,Healthcare,Technology,Marketing,Telecommunications,Manufacturing,Finance,Insurance,Legal",N,"29,298",?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2018-10561
NETGEAR,Netgear JGS516PE Devices Missing Function Level Access Control Vulnerability,CVE-2020-26919,9.8,10/9/20,9/17/20,Unknown,Netgear JGS516PE devices contain a missing function level access control vulnerability.,11/3/21,https://kb.netgear.com/000062334/Security-Advisory-for-Missing-Function-Level-Access-Control-on-JGS516PE-PSV-2020-0377,Unknown,Unknown,Individuals,N,20,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-26919
NETGEAR,NETGEAR DGN2200 Remote Code Execution Vulnerability,CVE-2017-6077,9.8,2/22/17,Unknown,Unknown,NETGEAR DGN2200 wireless routers contain a vulnerability that allows for remote code execution.,3/7/22,https://kb.netgear.com/000037343/Security-Advisory-for-Remote-Command-Execution-and-CSRF-Vulnerabilities-on-DGN2200,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2017-6077
NETGEAR,NETGEAR Multiple Routers Remote Code Execution Vulnerability,CVE-2016-6277,8.8,12/14/16,Unknown,Unknown,"NETGEAR confirmed multiple routers allow unauthenticated web pages to pass form input directly to the command-line interface, permitting remote code execution.",3/7/22,https://kb.netgear.com/000036386/CVE-2016-582384,Unknown,Unknown,Unknown,N,"11,178",?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2016-6277
NETGEAR,NETGEAR DGN2200 Devices OS Command Injection Vulnerability,CVE-2017-6334,8.8,3/5/17,Unknown,Unknown,dnslookup.cgi on NETGEAR DGN2200 devices with firmware through 10.0.0.50 allows remote authenticated users to execute arbitrary OS commands,3/25/22,https://kb.netgear.com/000037343/Security-Advisory-for-Remote-Command-Execution-and-CSRF-Vulnerabilities-on-DGN2200,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2017-6334
NETGEAR,NETGEAR Multiple WAP Devices Command Injection Vulnerability,CVE-2016-1555,9.8,4/21/17,Unknown,Unknown,Multiple NETGEAR Wireless Access Point devices allows unauthenticated web pages to pass form input directly to the command-line interface. Exploitation allows for arbitrary code execution.,3/25/22,https://kb.netgear.com/30480/CVE-2016-1555-Notification?cid=wmt_netgear_organic,Unknown,Unknown,Unknown,Y,22,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2016-1555
NETGEAR,NETGEAR WNR2000v5 Router Buffer Overflow Vulnerability,CVE-2016-10174,9.8,1/29/17,12/22/16,Unknown,The NETGEAR WNR2000v5 router contains a buffer overflow which can be exploited to achieve remote code execution.,3/25/22,https://kb.netgear.com/000036549/Insecure-Remote-Access-and-Command-Execution-Security-Vulnerability,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2016-10174
NETGEAR,NETGEAR Multiple Devices Buffer Overflow Vulnerability,CVE-2017-6862,9.8,5/26/17,Unknown,Unknown,Multiple NETGEAR devices contain a buffer overflow vulnerability that allows for authentication bypass and remote code execution.,6/8/22,https://kb.netgear.com/000038542/Security-Advisory-for-Unauthenticated-Remote-Code-Execution-on-Some-Routers-PSV-2016-0261,Unknown,Possible PRC state actors,"Telecommunications,Network service providers",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2017-6862
NETGEAR,NETGEAR Multiple Devices Exposure of Sensitive Information Vulnerability,CVE-2017-5521,8.1,1/17/17,Unknown,Unknown,Multiple NETGEAR devices are prone to admin password disclosure via simple crafted requests to the web management server.,9/8/22,https://kb.netgear.com/30632/Web-GUI-Password-Recovery-and-Exposure-Security-Vulnerability,Unknown,Unknown,Unknown,Y,40,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2017-5521
Arcadyan,Arcadyan Buffalo Firmware Path Traversal Vulnerability,CVE-2021-20090,9.8,4/29/21,Unknown,Unknown,"Arcadyan Buffalo firmware contains a path traversal vulnerability that could allow unauthenticated, remote attackers to bypass authentication and access sensitive information. This vulnerability affects multiple routers across several different vendors.",11/3/21,Unknown,Aug-21,"Mirai variant, Lazarus Group","Healthcare,Critical infrastructure,Industrial,Aerospace,Defense,Government,Education",N,7,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-20090
Tenda,Tenda AC11 Router Stack Buffer Overflow Vulnerability,CVE-2021-31755,9.8,5/7/21,Unknown,Unknown,Tenda AC11 devices contain a stack buffer overflow vulnerability in /goform/setmac which allows attackers to execute code via a crafted post request.,11/3/21,Unknown,Unknown,Unknown,Unknown,N,18,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-31755
Tenda,Tenda AC1900 Router AC15 Model Remote Code Execution Vulnerability,CVE-2020-10987,9.8,7/13/20,Unknown,Unknown,Tenda AC1900 Router AC15 Model contains an unspecified vulnerability that allows remote attackers to execute system commands via the deviceName POST parameter.,11/3/21,Unknown,Nov-19,"Ttint, DEV-1061",Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-10987
Tenda,"Tenda AC7, AC9, and AC10 Routers Command Injection Vulnerability",CVE-2018-14558,9.8,10/30/18,Unknown,Unknown,"Tenda AC7, AC9, and AC10 devices contain a command injection vulnerability due to  the ""formsetUsbUnload"" function executes a dosystemCmd function with untrusted input. Successful exploitation allows an attacker to execute OS commands via a crafted goform/setUsbUnload request.",11/3/21,Unknown,Nov-19,Ttint,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2018-14558
Sumavision,Sumavision EMR Cross-Site Request Forgery (CSRF) Vulnerability,CVE-2020-10181,9.8,3/11/20,Unknown,Unknown,Sumavision Enhanced Multimedia Router (EMR) contains a cross-site request forgery (CSRF) vulnerability allowing the creation of users with elevated privileges as administrator on a device.,11/3/21,Unknown,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-10181
Netis,Netis WF2419 Devices Remote Code Execution Vulnerability,CVE-2019-19356,7.5,2/7/20,Unknown,Unknown,Netis WF2419 devices contains an unspecified vulnerability that allows an attacker to perform remote code execution as root through the router's web management page.,11/3/21,Unknown,Unknown,Unknown,"Individuals,Government,Healthcare,Technology,Education",N,1,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-19356
